boundedQueue;333,16;340,58;305,23;331,41;321,64;336,94;317;313,09;334,1;315,25;332,56;326,18;331,46;330,78;332,5
cal;28,38;28,62;29,32;28,91;28,48;28,56;28,48;29,28;29,1;29,17;29;29,02;28,39;28,48;28,61
Calculation;95,27;86,36;102,17;95,88;99,61;101,91;89,32;89,62;92,45;98,56;97,9;90,48;92,61;96,27;88,2
checkIt;22,44;20,99;20,97;20,82;22,27;21,21;21,99;21,91;21,6;22,25;21,53;21,77;22,39;22,09;22,21
CheckPalindrome;121,61;121,1;127,7;121,47;122,9;124,89;122,33;126,64;124,51;123,71;123,35;121,87;123,92;122,52;124,27
countPositive;18,14;19,85;19,75;18,35;19,47;19,51;18,59;19,77;19,83;18,25;18,98;18,31;18,32;19,5;19,62
date-plus;154,25;157,72;207,55;202,49;207,64;206,74;166,65;194,22;179,59;162,01;163,38;156,6;190,57;172,79;161,06
DigitReverser;60,97;64,33;57,45;60,98;55,95;62,4;57,72;60,25;56,28;61,95;58,62;59,13;58,87;62,98;60,27
findLast;8,54;9,94;10,15;9,94;10,17;8,62;9,22;9,46;9,85;9,5;9,39;9,22;8,97;8,59;9,09
findVal;96,05;88,31;93,15;85,26;92,14;88,01;86,67;92,53;87,73;87,98;86,92;94,85;88,36;90,33;88,98
Gaussian;82,96;88,84;133,83;128,83;134,45;105,63;123,71;89,42;95,39;101,43;104,43;111,98;96,12;118,19;86,26
Heap;40,87;46,81;40,5;42,72;45,19;41,34;40,98;43,76;43,56;43,33;40,81;44,82;46,44;40,57;44,01
InversePermutation;15,23;15,24;15,08;17,11;15,16;16,81;17,1;16,43;16,82;16,14;15,48;16,54;16,14;16,4;15,76
jday-jdate;78,81;90,92;81,83;79,27;77,66;82,23;88,83;83,28;84,8;90,84;78,52;86,57;84,01;87,49;81,57
lastZero;121,73;132,6;72,72;99,7;69,9;82,91;125,53;111,19;124,14;79,5;105,2;95,88;80,84;96,19;113,41
LRS;81,93;83,95;84,61;83,82;83,37;83,03;83,08;83,9;83,29;84,59;82,29;83,53;84,38;82,86;83,43
MergeSort;41,37;41,55;39,15;45,09;43,75;39,26;42,88;44,69;42,23;41,39;42,24;42,06;44,77;44,06;42,17
numZero;165,38;186,39;165,52;171,97;187,68;167,94;166,05;165,56;180,17;169,82;168,83;172,45;184,49;186,48;171,09
oddOrPos;12,49;14,39;14,35;12,44;13,28;13,68;13,37;12,52;12,74;12,57;12,63;13,3;12,49;13,36;13,27
pcal;363,87;375,91;367,01;355,85;364,38;364,35;370,65;374,86;358,4;373,77;362,49;357,54;371,33;366,12;366,99
power;32,23;28,69;30,65;30,63;31,89;29,28;31,61;29,14;31,88;31,63;30,44;29,06;31,89;31,02;30,43
print_tokens;267,99;267,95;239,95;277,25;242,76;277,09;254,74;268;264,21;267,18;275,13;256,45;253,61;245,97;257,81
print_tokens2;245,02;237,69;273,55;270,97;311,03;240,67;269,3;289,23;293,27;284,76;302,3;288,11;291,35;300,21;307,15
printPrimes;86,43;86,6;86,58;88,19;84,2;84,99;86,34;84,75;85,37;84,89;85,85;84,3;84,77;86,35;85,98
Queue;9,75;11,53;10,87;11,35;11,49;10,8;11,16;10,18;9,92;11,31;9,75;10,47;10,04;10,23;10
quicksort;123,76;121,92;130,97;122,36;120,76;125,99;123,64;122,4;129,69;127,91;130,24;122,15;127,32;124,57;126,6
RecursiveSelectionSort;47,09;49,88;49,41;47,78;47,86;47,32;48,42;47,23;48,55;47,11;47,83;49,44;49,05;48,39;49,09
replace;1323,56;1356,83;1338,54;1336,29;1322,48;1354,59;1351,53;1345,14;1334,9;1326,58;1355,52;1356,25;1325,72;1338,42;1338,03
schedule;256,35;255,86;206,06;226,28;200,73;216,06;201,59;233,92;252,6;250,75;248,46;214,29;239,02;224,63;206,27
schedule2;148,48;152,96;145,79;146,1;146,65;148,95;146,19;147,06;147,87;152,91;150,97;147,93;152,38;151,51;152,94
Stack;135,47;134,44;130,66;135,26;96,25;101,99;115,25;101,12;122,83;127,56;129,3;113,91;109,84;103,89;135,38
stats;57,95;54,62;53,04;69,12;92,38;31,04;56,57;72,69;70,93;90,03;81,33;46,73;55,08;82,13;66,31
sum;56,12;67,46;71,96;64,87;47,81;65,95;64,65;49,91;53,94;56,01;64,79;64,32;50,92;59,7;60,06
tcas;34,86;37,45;36,64;36,67;36,25;35,83;35,05;36,76;35,63;35,18;35,85;37,33;37,43;36,86;36,92
testPad;81,82;81,61;94,34;78,63;136,64;134,41;94,83;113,34;118,41;102,83;74,64;72,32;103,28;120,94;79,54
totinfo;325,46;341,29;319;352,24;342,47;343,72;349,27;327,74;326,3;347,97;343,31;340,34;350,94;326,68;342,51
trashAndTakeOut;11,33;11,27;11,42;11,35;11,29;11,3;11,41;11,3;11,31;11,28;11,32;11,28;11,34;11,32;11,28
twoPred;27,08;52,16;53,68;52,51;54,16;36,73;46,17;54,1;37,24;27,77;29,42;50;43,74;40,94;46,75
UnixCal;113,62;113,52;118,36;114,38;103,55;115,6;107,7;104,23;106,77;105,68;107,67;106,72;111,66;114,29;115,98
TOTAL;5327,82;5478,13;5389,51;5484,54;5455,74;5408,28;5395,57;5430,62;5478,2;5431,35;5468,67;5353,5;5424,25;5464,1;5411,8
