boundedQueue;328,89;288,70;259,04;294,01;305,57;272,79;301,39;318,10;272,55;312,74;327,60;305,05;306,33;269,59;313,44
cal;28,17;25,91;26,68;26,01;26,11;26,17;26,57;26,19;27,10;27,97;26,39;26,75;27,00;26,67;26,58
Calculation;99,95;97,32;94,36;97,67;90,29;91,52;95,51;91,55;98,81;95,92;94,92;90,42;90,65;90,47;93,32
checkIt;22,14;21,75;20,65;20,65;20,29;20,52;21,57;20,92;21,35;21,00;22,11;21,77;20,85;20,46;21,05
CheckPalindrome;102,55;101,46;105,48;105,44;103,44;104,43;105,47;104,46;102,25;104,08;104,86;104,49;104,71;102,21;101,89
countPositive;18,37;16,43;16,41;16,94;16,17;17,71;16,45;17,49;17,73;16,80;18,35;18,11;17,41;18,34;17,69
date-plus;217,78;220,79;219,54;221,80;243,57;220,74;224,17;236,01;229,40;241,50;242,36;217,87;229,94;226,66;241,60
DigitReverser;53,00;50,29;51,11;52,51;45,80;46,08;52,63;47,74;50,82;51,73;48,20;46,35;48,68;50,72;51,85
findLast;10,52;8,48;8,41;8,10;8,59;8,17;10,03;8,92;9,66;10,43;8,82;9,12;10,45;9,16;9,50
findVal;64,87;51,22;54,45;54,98;54,49;61,44;61,69;58,86;53,79;54,62;61,42;58,10;62,06;62,01;63,97
Gaussian;139,40;134,45;136,28;138,66;141,64;139,44;140,81;135,97;137,69;134,93;140,17;140,17;138,23;136,54;137,31
Heap;44,89;41,91;46,65;42,73;40,09;43,29;42,22;44,87;45,15;44,03;43,31;41,76;42,47;45,86;41,12
InversePermutation;17,28;17,32;14,85;14,66;17,34;15,20;15,78;15,85;15,70;14,70;15,13;16,06;17,24;15,40;15,31
jday-jdate;90,29;127,78;89,78;116,12;85,27;118,35;123,66;118,56;101,83;94,14;85,39;87,69;86,55;111,10;111,49
lastZero;70,10;86,35;93,20;88,93;85,30;85,61;70,34;71,13;85,34;83,60;85,18;90,46;70,35;84,78;85,71
LRS;76,74;76,00;76,94;76,13;77,28;76,19;77,08;76,90;76,96;76,68;76,47;76,36;77,22;76,65;76,06
MergeSort;50,22;51,74;52,50;52,98;51,74;52,27;51,13;51,13;51,20;50,95;50,24;51,35;51,10;52,82;50,78
numZero;166,43;192,82;166,60;163,92;177,96;178,33;179,07;169,33;191,47;184,05;178,29;176,42;171,66;172,55;170,26
oddOrPos;14,38;12,34;12,49;12,43;12,57;12,67;12,43;12,71;13,45;14,04;13,35;12,60;13,96;14,04;14,27
pcal;576,95;578,58;562,78;559,75;562,91;571,00;560,58;562,95;577,23;571,49;571,86;565,34;571,74;569,48;575,28
power;29,62;27,63;27,03;28,53;28,02;28,58;29,52;27,38;29,48;27,69;28,59;28,08;28,71;27,46;27,67
print_tokens;344,09;388,25;379,33;421,19;351,33;402,13;407,07;373,71;357,92;404,62;356,18;407,60;383,62;402,13;408,78
print_tokens2;357,81;364,95;442,49;341,52;383,58;397,22;414,56;360,21;353,45;427,36;345,24;413,40;373,35;434,44;379,09
printPrimes;92,96;91,03;83,83;89,39;87,64;86,82;84,67;86,38;89,95;87,85;84,93;90,69;84,51;84,96;85,73
Queue;14,41;13,45;13,33;13,39;13,12;14,37;13,12;13,33;14,27;13,21;14,38;13,53;14,15;14,11;14,28
quicksort;155,76;153,55;153,48;152,89;152,73;155,08;155,14;152,90;153,72;153,87;154,52;154,21;153,04;154,34;153,24
RecursiveSelectionSort;51,62;47,91;46,77;49,87;47,60;50,92;49,78;47,08;50,96;48,17;48,24;46,81;47,23;50,69;51,61
replace;2381,38;2365,55;2300,93;2329,64;2311,80;2318,56;2333,39;2339,35;2330,89;2350,46;2352,59;2318,72;2340,70;2353,08;2339,45
schedule;343,26;346,84;353,56;350,81;351,48;344,62;347,57;352,32;345,14;347,96;351,09;347,55;347,78;345,94;347,90
schedule2;246,27;269,19;235,86;263,36;235,30;253,87;257,43;267,32;264,43;254,57;259,71;267,73;265,26;246,21;243,53
Stack;138,09;135,63;95,16;134,08;101,71;102,35;131,29;137,67;118,00;134,35;130,10;95,41;115,46;126,34;125,38
stats;58,21;42,66;39,38;36,11;43,49;54,25;55,67;37,65;46,31;56,87;43,08;57,44;36,48;56,01;41,32
sum;53,23;47,76;52,72;51,51;52,37;52,94;49,34;49,18;49,85;48,59;52,41;53,19;48,90;50,69;49,41
tcas;60,64;62,54;59,35;65,83;59,88;59,93;61,58;65,40;61,63;63,96;65,14;61,12;62,01;59,36;61,31
testPad;83,36;96,45;98,41;93,40;96,71;86,53;84,53;85,47;84,88;85,17;86,31;93,71;87,24;88,51;85,64
totinfo;507,32;583,90;645,82;575,92;514,64;580,73;551,22;637,36;514,39;522,52;514,02;555,03;537,04;550,23;594,31
trashAndTakeOut;13,58;12,19;12,44;11,48;12,35;13,10;12,43;12,69;12,72;13,16;13,28;12,96;11,89;11,49;13,49
twoPred;19,40;43,14;44,48;43,13;43,20;20,38;27,94;40,13;33,99;35,16;30,65;43,42;20,17;28,59;22,12
UnixCal;161,42;156,41;156,81;157,92;159,54;157,69;160,78;157,23;159,27;158,52;158,22;159,61;158,41;160,14;156,48
TOTAL;7305,35;7450,67;7349,38;7374,39;7212,91;7341,99;7415,61;7432,40;7250,73;7439,46;7303,10;7376,45;7274,55;7400,23;7419,22
