boundedQueue;1634,70;1312,85;1291,37;1292,25;1292,20;1451,44;1615,76;1405,77;1478,15;1432,23;1526,96;1302,28;1488,67;1598,11;1520,08
cal;26,15;22,32;7,90;22,44;22,51;17,50;16,15;16,23;14,91;18,90;13,53;20,60;19,18;14,59;18,27
Calculation;160,00;132,56;111,01;132,79;135,04;121,23;122,27;123,71;137,10;146,78;141,08;136,49;152,77;157,44;114,34
checkIt;20,20;18,26;33,94;19,73;18,31;25,54;30,94;29,89;24,18;29,53;28,27;21,76;23,55;19,08;18,28
CheckPalindrome;74,95;14,93;25,65;15,10;15,08;17,39;36,05;28,80;61,72;63,17;73,67;68,97;58,36;69,19;17,36
countPositive;15,58;12,84;57,06;12,40;12,43;22,86;41,31;38,69;31,84;49,03;30,60;25,95;16,73;32,27;41,06
date-plus;337,49;329,52;361,29;328,82;329,23;357,15;350,14;343,74;350,00;338,76;347,54;352,80;337,06;352,86;348,06
DigitReverser;54,22;49,01;171,88;49,33;47,15;126,81;107,58;96,49;90,31;103,11;143,76;90,63;61,31;99,32;70,51
findLast;9,27;6,06;74,93;6,18;6,29;31,38;70,40;66,25;20,91;9,58;38,61;35,55;28,27;72,48;42,74
findVal;61,20;25,75;5,39;26,05;28,20;59,75;23,06;55,07;10,33;15,80;7,33;47,22;14,50;43,44;25,70
Gaussian;250,79;209,65;200,58;209,65;209,68;217,45;238,59;232,12;229,96;239,41;234,19;239,70;247,18;243,78;249,28
Heap;64,30;30,22;6,16;31,21;31,16;54,96;28,17;45,21;15,17;57,66;35,54;15,10;8,76;16,28;33,88
InversePermutation;20,13;7,99;55,78;8,50;7,93;37,12;31,63;19,55;50,16;19,65;11,69;37,62;20,61;42,34;40,60
jday-jdate;117,97;33,51;283,41;35,23;34,66;77,66;188,08;118,64;65,96;85,80;222,02;239,33;68,65;195,95;64,87
lastZero;48,25;56,67;14,70;58,07;56,85;29,08;47,92;54,89;21,01;56,74;45,86;31,28;37,00;51,77;34,30
LRS;98,40;32,98;7,38;33,41;33,94;92,72;64,94;76,13;32,77;89,79;20,41;27,15;94,30;36,86;32,09
MergeSort;55,71;33,60;23,18;33,90;34,09;42,03;29,02;30,69;44,67;52,72;49,76;27,21;28,33;47,13;35,27
numZero;251,53;162,84;134,60;161,96;161,19;151,26;139,24;246,91;242,32;172,76;240,24;230,76;169,14;225,05;174,85
oddOrPos;14,38;7,82;86,88;8,08;8,12;60,81;78,99;43,20;35,74;19,30;45,01;67,20;35,83;32,86;56,72
pcal;871,94;863,80;885,25;861,86;860,39;877,11;876,88;873,85;878,35;860,71;864,64;862,63;875,33;869,76;868,97
power;38,12;19,23;20,69;20,92;19,21;33,83;32,30;37,93;19,53;35,53;37,54;22,61;35,38;21,97;21,65
print_tokens;551,50;524,33;523,06;523,97;524,50;526,62;540,22;547,80;543,49;530,50;529,49;529,95;549,11;547,59;536,66
print_tokens2;565,94;591,22;572,00;593,37;595,03;577,73;592,35;584,35;577,48;575,39;593,40;582,75;572,09;576,26;576,03
printPrimes;86,67;77,85;37,77;84,36;78,04;48,71;71,04;49,29;64,01;56,58;85,11;60,08;45,83;78,86;76,58
Queue;12,79;7,35;76,84;7,35;7,45;65,45;42,94;17,28;14,45;27,24;58,16;13,20;55,68;17,19;40,99
quicksort;232,68;118,36;34,00;118,42;118,91;97,98;152,31;198,54;128,87;93,77;187,22;109,02;168,28;168,84;47,04
RecursiveSelectionSort;37,24;33,03;118,30;33,92;33,65;51,77;52,35;85,16;115,97;102,37;58,57;39,88;87,04;41,06;49,88
replace;4659,98;4309,95;4034,85;4289,26;4289,49;4162,01;4565,40;4571,15;4307,36;4075,18;4649,91;4390,02;4253,11;4593,47;4493,45
schedule;571,31;576,59;559,92;577,38;576,21;577,15;571,25;571,85;566,63;572,87;568,02;574,67;570,42;560,00;572,23
schedule2;410,20;447,09;431,20;448,83;448,88;433,98;414,66;435,28;414,92;434,10;422,96;419,75;421,39;414,73;427,80
Stack;57,23;86,76;35,98;93,22;87,27;81,66;49,54;59,74;38,95;50,80;77,77;83,52;54,09;43,71;81,95
stats;48,40;35,26;29,62;24,36;22,90;40,79;47,26;45,15;34,51;29,92;42,58;34,51;38,24;47,58;25,35
sum;108,82;36,01;8,04;36,83;37,11;108,62;85,43;49,29;24,07;26,81;65,05;84,76;79,21;44,20;17,97
tcas;45,83;10,26;17,23;11,05;10,48;17,91;31,39;45,12;28,79;28,60;18,47;25,30;16,26;25,41;33,36
testPad;81,27;60,34;112,64;62,01;63,97;81,58;83,61;73,06;99,91;101,62;82,70;78,02;93,92;79,12;100,35
totinfo;712,52;718,31;719,77;719,38;722,11;715,99;714,10;720,72;713,07;712,81;718,04;720,96;712,68;721,24;721,84
trashAndTakeOut;10,16;8,22;9,63;8,30;8,32;9,42;9,75;9,86;9,49;9,80;8,96;9,75;9,50;8,23;8,27
twoPred;29,22;5,13;32,88;5,60;4,92;28,32;5,99;6,40;26,59;32,43;24,00;28,76;28,91;9,43;15,78
UnixCal;209,32;260,66;208,28;261,27;261,92;238,44;229,29;229,88;213,38;254,93;208,90;215,75;244,30;215,80;211,55
TOTAL;12656,36;11289,13;11421,04;11266,76;11254,82;11769,21;12428,30;12283,68;11777,03;11612,68;12557,56;11903,49;11820,97;12435,25;11865,96
