boundedQueue;329,01;313,27;308,19;307,52;318,21;310,38;327,76;318,51;323,32;323,16;308,68;320,61;313,24;310,56;321,60
cal;25,56;25,59;25,30;25,29;25,53;25,44;25,39;25,44;25,54;25,45;25,39;25,52;25,57;25,52;25,47
Calculation;85,45;82,23;84,27;83,64;82,77;83,81;84,05;84,19;82,76;84,44;82,44;83,64;84,71;83,92;82,93
checkIt;22,24;18,67;20,11;19,95;22,18;20,19;21,07;21,04;20,50;20,98;19,78;19,52;18,89;18,68;21,96
CheckPalindrome;126,46;115,31;117,03;115,22;126,02;121,34;123,33;122,80;125,28;115,96;117,92;117,63;121,41;125,83;118,68
countPositive;16,30;14,52;14,37;16,03;15,53;15,76;15,69;15,87;16,23;14,68;16,27;15,72;15,47;15,18;14,66
date-plus;91,00;92,94;86,87;87,15;89,64;91,47;90,97;91,58;89,24;88,55;87,79;91,76;90,79;89,16;88,39
DigitReverser;60,94;59,76;59,33;57,25;58,97;60,46;57,92;57,84;59,75;58,77;59,07;58,68;60,22;60,14;59,92
findLast;8,48;8,29;8,27;8,16;8,22;8,38;8,32;8,17;8,36;8,17;8,25;8,21;8,47;8,43;8,19
findVal;85,16;88,27;83,20;82,71;83,86;84,10;87,96;83,73;86,74;85,17;87,71;82,75;85,13;83,32;84,14
Gaussian;69,93;73,13;67,89;68,21;69,05;70,99;72,19;69,88;69,29;69,84;71,90;72,96;70,09;71,21;69,55
Heap;46,53;40,48;40,79;40,61;41,87;46,36;45,23;42,27;45,85;42,61;42,22;45,89;45,90;43,84;41,27
InversePermutation;14,19;12,22;12,19;12,20;12,85;13,40;13,44;12,40;13,19;12,97;12,36;12,34;12,28;13,33;13,04
jday-jdate;45,09;43,31;42,46;42,37;43,33;43,15;43,78;43,13;44,64;44,28;43,56;44,10;43,10;44,89;44,14
lastZero;60,78;62,24;60,44;60,27;62,18;61,99;61,42;62,19;60,54;61,00;61,00;60,71;60,92;61,14;61,67
LRS;82,45;70,91;71,09;71,23;74,26;75,48;79,26;76,79;71,64;82,39;75,46;71,77;80,50;78,12;81,43
MergeSort;37,76;36,56;36,28;36,77;36,60;36,54;37,30;36,76;37,13;37,53;36,93;36,62;37,61;37,41;36,95
numZero;185,04;188,66;185,51;178,92;187,28;187,19;181,32;184,49;184,03;180,31;185,59;179,38;186,32;184,85;185,66
oddOrPos;12,13;10,18;10,31;10,08;10,36;10,93;11,62;11,50;11,46;11,20;11,82;10,68;10,46;11,84;11,45
pcal;185,91;195,62;193,81;185,25;185,46;193,98;185,36;188,51;188,75;195,52;190,73;190,61;195,04;190,84;186,33
power;29,98;21,84;22,82;22,68;24,32;26,61;29,79;25,94;28,93;27,85;29,39;26,56;29,03;21,94;26,92
print_tokens;136,50;135,45;136,60;134,97;136,49;135,46;135,14;135,44;135,49;136,26;135,94;136,34;135,45;135,28;135,35
print_tokens2;185,77;183,53;179,60;183,41;182,82;182,93;185,55;184,51;183,09;181,55;180,35;185,66;182,38;183,70;184,67
printPrimes;85,94;87,71;84,91;87,52;85,15;86,98;86,09;86,10;85,36;85,82;87,18;87,03;85,63;86,13;86,98
Queue;9,55;9,42;9,01;9,00;9,03;9,54;9,24;9,11;9,18;9,14;9,26;9,34;9,53;9,21;9,24
quicksort;129,92;119,05;120,60;118,92;129,26;119,84;122,31;122,27;120,53;129,32;124,69;123,68;129,69;123,36;123,91
RecursiveSelectionSort;46,96;45,59;45,22;45,24;45,33;46,37;46,54;46,71;45,86;46,53;45,86;46,37;46,28;46,33;46,69
replace;1348,78;1333,84;1312,97;1313,21;1342,53;1336,06;1331,40;1334,83;1323,83;1317,76;1324,04;1332,62;1313,87;1313,13;1314,73
schedule;82,68;84,57;83,01;82,30;84,04;82,93;83,22;84,51;83,21;83,25;84,45;84,04;84,21;84,15;82,80
schedule2;55,69;57,51;57,58;56,57;56,15;56,34;56,63;56,24;56,95;57,52;56,10;57,39;57,08;56,33;55,73
Stack;131,70;134,43;137,16;134,75;135,38;134,00;132,95;134,44;135,85;134,01;135,02;132,67;133,62;132,17;136,54
stats;72,58;53,91;57,20;61,60;56,56;54,01;59,45;56,77;67,84;72,50;58,74;65,23;64,73;59,03;54,94
sum;37,68;38,20;37,92;37,43;37,83;37,68;37,63;37,45;38,09;38,04;37,77;37,99;37,45;38,04;38,12
tcas;15,30;13,56;13,04;13,55;14,06;14,65;13,97;14,86;14,08;15,04;13,86;13,49;13,27;14,02;13,96
testPad;64,32;66,37;65,60;66,92;64,85;65,57;66,23;64,42;64,96;66,12;64,65;64,38;66,66;65,66;66,22
totinfo;183,03;186,40;180,68;184,47;184,30;186,38;183,49;181,35;186,12;183,14;183,80;183,47;184,95;182,82;185,09
trashAndTakeOut;10,34;8,32;8,28;9,29;10,10;8,53;9,56;9,29;9,00;9,33;8,76;9,87;8,98;8,93;8,90
twoPred;13,91;12,87;15,47;14,65;13,94;15,18;14,32;15,21;13,44;14,93;13,67;15,00;13,93;15,33;14,55
UnixCal;66,79;67,73;66,88;64,80;67,17;66,82;67,29;64,94;66,34;65,76;65,93;65,71;67,45;67,04;66,44
TOTAL;4297,83;4212,46;4162,26;4150,11;4233,48;4227,22;4244,18;4221,48;4232,39;4236,85;4204,33;4225,94;4230,31;4200,81;4209,21
