boundedQueue;43,70;43,24;42,94;45,25;43,71;44,74;43,51;43,30;44,68;44,54;42,98;43,17;44,57;44,86;44,43
cal;25,53;25,92;28,40;36,67;28,28;28,50;32,85;33,41;25,54;36,18;31,80;35,41;28,91;35,88;34,50
Calculation;151,37;153,16;150,01;148,73;152,63;149,38;149,90;150,67;149,94;150,57;150,32;152,91;152,70;151,27;150,81
checkIt;5,38;5,43;4,47;4,95;5,46;5,26;4,78;5,41;5,30;4,80;5,33;4,93;5,13;4,84;4,95
CheckPalindrome;7,96;8,03;7,78;12,69;8,20;12,16;12,66;8,95;10,73;8,03;11,18;10,18;9,47;12,04;8,99
countPositive;12,90;11,19;12,66;20,87;12,27;12,43;14,87;17,09;12,01;14,08;19,50;18,07;17,41;17,27;12,19
date-plus;234,86;233,11;240,91;250,86;231,76;233,56;238,15;236,47;250,23;248,50;233,91;240,93;246,02;242,34;244,50
DigitReverser;34,84;34,42;35,52;38,60;34,42;38,46;35,55;35,68;35,04;38,23;37,96;36,45;36,19;38,43;34,55
findLast;7,89;6,94;7,97;8,04;7,88;7,60;7,28;7,38;7,23;7,13;7,60;7,12;7,73;7,62;8,00
findVal;11,80;11,48;11,38;13,17;11,36;12,14;12,14;12,82;11,52;13,16;12,33;11,61;11,79;12,87;13,08
Gaussian;188,93;187,87;190,09;207,03;187,11;206,87;188,70;196,25;201,43;192,45;198,38;197,95;194,58;205,94;196,40
Heap;58,27;57,42;57,90;62,29;58,24;61,53;58,08;60,18;60,55;62,09;61,80;59,05;62,25;59,40;60,77
InversePermutation;16,11;17,15;16,16;16,64;17,26;16,88;16,57;16,65;16,65;16,42;17,08;16,81;16,26;16,91;16,25
jday-jdate;45,80;45,70;44,05;44,05;43,71;45,15;45,30;45,11;45,73;44,22;43,72;45,36;44,67;44,05;44,98
lastZero;22,85;23,04;21,43;32,75;21,96;25,89;24,47;28,02;22,83;32,45;25,85;25,01;21,46;22,81;27,39
LRS;56,41;56,48;56,59;60,05;56,59;58,06;58,32;59,03;57,46;59,62;59,44;58,56;57,59;56,91;58,44
MergeSort;50,69;49,89;50,39;53,25;50,41;51,82;51,91;50,22;50,67;49,95;50,17;51,94;52,47;50,19;50,21
numZero;15,29;15,55;14,48;38,24;14,20;32,32;28,31;38,07;33,21;17,46;37,04;36,05;35,97;31,14;36,35
oddOrPos;11,08;14,67;14,58;14,57;14,78;11,26;13,62;14,24;14,35;13,97;11,44;13,77;12,43;11,81;14,02
pcal;788,98;791,39;793,51;792,79;786,03;786,13;791,63;787,67;789,14;788,48;786,61;787,90;789,07;787,71;787,32
power;30,30;29,88;29,05;31,52;30,35;30,37;30,20;30,46;29,41;29,32;30,73;31,43;29,36;30,73;29,45
print_tokens;449,30;450,16;450,58;492,20;448,73;491,30;459,62;452,06;476,35;491,23;458,20;483,94;488,91;477,77;486,20
print_tokens2;399,18;395,03;397,45;510,71;397,11;400,12;464,26;458,47;504,81;495,28;399,50;420,14;444,48;400,64;495,57
printPrimes;81,17;80,44;82,38;80,87;80,43;81,81;80,50;82,34;82,25;81,32;81,52;81,41;81,58;80,86;80,97
Queue;12,91;12,88;12,89;13,21;12,90;12,91;12,90;13,08;13,00;13,04;13,19;13,20;13,14;13,17;13,06
quicksort;202,81;205,33;200,34;207,67;201,25;200,49;205,95;205,38;207,17;204,17;203,89;201,46;202,17;200,61;202,57
RecursiveSelectionSort;25,75;26,04;26,03;32,50;30,07;26,18;26,14;29,26;32,17;26,01;31,47;29,11;31,99;26,17;25,89
replace;3816,86;3809,25;3801,49;3821,06;3816,09;3810,06;3820,05;3803,11;3816,05;3807,51;3804,62;3807,20;3814,74;3809,08;3806,68
schedule;544,32;546,92;547,80;554,30;537,60;546,58;540,98;548,18;545,69;548,06;539,30;552,60;553,45;546,45;544,89
schedule2;364,80;365,02;367,33;363,59;366,10;366,27;364,22;364,84;366,78;365,76;364,53;366,50;365,32;366,86;364,96
Stack;28,68;29,35;28,48;26,81;28,27;27,60;27,70;27,75;27,62;27,38;28,26;27,63;27,72;28,38;27,62
stats;47,71;40,25;43,33;43,81;44,86;43,40;42,24;46,88;42,54;40,33;43,35;40,55;47,03;44,33;40,70
sum;28,76;29,26;29,12;27,60;28,91;28,85;28,76;29,04;29,20;27,96;28,81;27,71;28,86;28,53;27,85
tcas;59,25;56,40;55,25;57,82;58,58;55,88;56,03;56,85;55,98;55,47;55,80;55,78;55,96;57,37;59,17
testPad;30,14;30,71;30,18;158,74;30,48;102,31;102,69;87,37;158,61;59,20;47,10;47,39;103,37;60,12;60,81
totinfo;587,32;582,50;585,03;652,64;583,05;606,39;637,43;589,26;638,95;604,42;628,04;618,95;641,58;590,37;631,93
trashAndTakeOut;8,61;8,71;8,81;11,85;8,68;9,63;10,59;10,26;11,68;10,37;11,83;9,30;10,78;9,17;10,67
twoPred;37,65;37,83;37,84;45,52;37,74;42,67;45,13;44,08;43,59;40,74;41,42;40,60;44,55;45,35;40,74
UnixCal;147,52;149,42;147,94;146,05;148,73;146,49;148,95;147,43;147,46;147,51;147,90;149,16;148,74;148,51;146,94
TOTAL;8693,68;8677,46;8682,54;9179,96;8676,19;8869,45;8932,94;8872,72;9073,55;8917,41;8803,90;8857,24;8980,40;8818,76;8944,80
